,judul-jurnal,abstrak-jurnal,kategori
335,kembang multimedia ajar interaktif ajar matematika sekolah dasar,teliti tuju hasil multimedia ajar interaktif layak ajar matematika pokok bahas kenal bangun ruang siswa sd kelas iv metode teliti metode teliti kembang proses teliti kembang adaptasi model teliti kembang versi borg gallsubjek uji coba mmultimedia ajar tahap uji coba lapang subjek siswa uji coba lapang utama siswa uji laksana lapang siswa datadata oleh metode observasi amat langsung sekolah analisis data teknik analisis deskriptif kuantitatif hasil teliti tunjuk multimedia ajar uji ahli materi uji ahli media kualitas multimedia ajar kategori sangatbaik hasil uji coba lapang multimedia ajar kategori simpul multimedia ajar kenal bangun ruang nyata layak salah sumber ajar,multimedia
336,tingkat ajar ipa metode student facilitator explaining multimedia siswa kelas sdn singosari ajar,tuju teliti deskripsi langkahlangkah terap metode student facilitator explaining multimedia tingkat ajar ipa bumi alam semesta siswa kelas sdn singosari ajar deskripsi tingkat ajar ipa bumi alam semesta deskripsi kendala hadap solusi tingkat ajar ipa,multimedia
337,multimedia interaktif ajar bahasa arab,kembang teknologi informasi komputer perngaruh signifikan kembang learning media guna teknologi multimedia media ajar bahasa arab salah alternatif bantu atas ajar serta didik teknologi multimedia cd interaktif serta didik ajar bahasa arab mandiri mudah nyaman ajar sesuai mampu metode teliti library research sumber data asal bukubuku dokumendokumen tulis analisa data metode deskriptif analitik taksonomi multimedia level interaksi interaksi dalama level tengah sistem kombinasi komputer video disc guna sumber visual audio lingkung ajar multimedia lingkung preskriptif lingkung demokratik lingkung cybernetic komponen multimedia interaktif teks grafik audio video image animasi interaktivitas cd cd roms perangkat perangkat program authoring program authoring program komputer kembang ajar kembang program ajar multimedia interaktif program authoring hubung komponen media kategori program authoring programming language authoring tools hypertext authoing tools authoring system,multimedia
338,kembang multimedia ajar interaktif kenal alat musik gamelan ajar bahasa jawa sekolah dasar,teliti tuju hasil multimedia ajar interaktif layak ajar bahasa jawa pokok bahas kenal alat musik gamelan untuksiswa sd kelas metode teliti metode teliti kembang proses teliti kembang adaptasi model teliti kembang versi borg gallsubjek uji coba multimedia ajar tahap uji coba lapang subjek siswa uji coba lapang utama siswa uji laksana lapang siswa datadata diperolehmelalui metode observasi amat langsung sekolah analisis data teknik analisis deskriptif kuantitatif hasil teliti tunjuk multimedia ajar uji ahli materi uji ahli media kualitas multimedia ajar kategori sangatbaik hasil uji coba lapang multimedia ajar kategori simpul multimedia ajar kenal alat musik gamelan nyata layak salah sumber ajar,multimedia
339,kembang multimedia ajar tematik integratif siswa kelas iv sekolah dasar,teliti teliti kembang tuju deskripsi hasil ancang multimedia ajar tematik kurikulum siswa sekolah dasar kelas iv kualitas implementasi ajar data kumpul instrumen nilai pakar media ajar pakar desain multimedia pakar ajar tematik multimedia diujicobakan orang kelompok oleh respon user data analis analisis deskriptif kuantitatif hasil nilai pakar media ajar pakar desain multimedia pakar ajar tematik multimedia kembang kualifikasi hasil uji orang guru kelas iv sd laboratorium undiksha multimedia kualifikasi hasil uji kelompok oleh multimedia kualifikasi multimedia kembang publik,multimedia
340,kembang multimedia interaktif kompetensi dasar operasi software basis data smk negeri seyegan,teliti tuju hasil produk multimedia interaktif kompetensi dasar operasi software basis data layak produk multimedia interaktif efektif ajar multimedia interaktif kembang banding ajar multimedia interaktif teliti teliti kembang dasar model alessi trollip laksana uji coba efektif quasi eksperimen data kumpul liput kualitas produk kembang hasil ajar analisis data statistik deskriptif inferensial uji ukur pengaruh hasil teliti produk hasil multimedia interaktif simulasi software basis data hasil tes alfa tes beta produk kembang kualitas layak uji coba ajar multimedia interaktif kembang efektif banding ajar multimedia interaktif,multimedia
341,kembang multimedia ajar ipa model addie siswa kelas ix semester ganjil smp laboratorium undiksha singaraja,teliti tuju deskripsi proses rancang bangun kembang multimedia ajar ipa uji kualitas multimedia ajar mata ajar ipa kelas ix smp efektifitas guna multimedia ajar hasil ajar ipa siswa kelas ix semester ganjil smp laboratorium undiksha singaraja jenis teliti teliti kembang acu model addie teliti libat siswa kelas ix ix smp laboratorium undiksha singaraja masingmasing orang kumpul data teliti metode catat dokumen kuesioner tes data dapat metode catat dokumen analis deskriptif kualitatif data metode kuesioner analis deskriptif kualitatif deskriptif kuantitatif data metode tes analis statistik inferensial hasil teliti hasil rancang bangun kembang multimedia ajar tahap analisis ancang kembang implementasi evaluasi kualitas multimedia ajar ipa dasar hasil evaluasi ahli isi kualifikasi hasil evaluasi ahli desain kualifikasi hasil evaluasi ahli media kualifikasi hasil uji orang kualifikasi hasil uji kelompok kualifikasi hasil uji lapang kualifikasi uji efektifitas tunjuk beda signifikan hasil ajar ipa multimedia ajar siswa kelas ix semester ganjil smp laboratorium undiksha singaraja,multimedia
342,bahan ajar multimedia interaktif ilmu tahu alam media ajar inovatif,teliti konsentrasi kembang bahan ajar bentuk multimedia interaktif alternatif media ajar inovatif teliti model fourd modifikasi tahap define analisis materi analisis laboratorium rumus tuju ajar design pilih media pilih format draft develop validasi ahli uji coba subjek teliti siswa kelas paralel ac sd negeri gebangsari semester ganjil ajar variabel teliti liput validitas materi validitas multimedia tari siswa test hasil ajar teknik analisis data liput analisis data valid multimedia interaktif analisis angket respon guru analisis tari siswa test objektif analisis data uji normalitas uji homogenitas uji beda ratarata nilai validasi multimedia interaktif kategori valid tari siswa ikut ajar multimedia interaktif ratarata kategori guru tanggap multimedia interaktif praktis hasil uji kelas kontrol hasil mean kelas eksperimen signifikansi hitung multimedia interaktif inovatif permbelajaran,multimedia
343,kembang multimedia ajar interaktif mata ajar bahasa indonesia model addie siswa kelas vii semester genap ajar smp negeri banjar,teliti tuju proses rancang bangun multimedia ajar materi peristiwa alam mata ajar bahasa indonesia kelas vii semester genap smp banjar layak kualitas multimedia ajar materi peristiwa alam efektivitas hasil kembang multimedia interaktif hasil ajar bahasa indonesia kelas vii semester genap smp negeri banjar ajar teliti teliti kembang teliti kembang model addie subjek teliti siswa kelas vii smp negeri banjar ajar metode kumpul data metode kuesioner metode catat dokumen teliti kembang teknik analisis data teknik analisis deskriptif kuantitatif teknik analisis deskriptif kualitatif statistika inferensial,multimedia
344,kembang multimedia interaktif electrolysis multimedia pokok bahas sel elektrolisis media ajar kelas xii sma,teliti tuju layak multimedia interaktif electrolysis multimedia media ajar materi pokok sel elektrolisis pengaruh multimedia interaktif hasil ajar siswa metode teliti metode research development rd tahap studi dahulu liput potensi kumpul data tahap studi kembang liput proses desain produk validasi produk revisi produk uji coba produk instrumen teliti lembar telaah lembar validasi lembar angket respon siswa lembar tes hasil ajar siswa certainty response index cri sumber data oleh dosen guru kimia siswa sma kelas xii teknik kumpul data mengunakan angket lembar hasil ajar data oleh hasil teliti olah teknik analisis deskriptif kuantitatif dasar hasil teliti analis ratarata persentase nilai dosen kimia guru kimia layak electrolysis multimedia respon siswa layak electrolysis multimedia hasil teliti pengaruh electrolysis multimedia hasil ajar siswa ubah konsepsi tingkat persentase siswa konsep turun persentase siswa alami miskonsepsi persentase siswa konsep sesuai hasil teliti electrolysis multimedia simpul media ajar layak bantu siswa paham materi sel elektrolisis,multimedia
345,kembang multimedia ajar ips siswa kelas viii semester genap smp negeri pupuan,teliti tuju hasil produk multimedia ajar mata ajar ips operasional tuju dirinci dalam tahap kerja deskripsi rancang bangun ajar multimedia ajar deskripsi kualitas hasil kembang multimedia ajar deskripsi efektifitas guna multimedia ajar mata ajar ips siswa kelas viii,multimedia
346,kembang multimedia bas komputer ajar matematika siswa sma,tuju teliti hasil multimedia bas komputer layak ajar matematika siswa sma tinjau aspek ajar aspek materi aspek media persentase siswa capai tuntas ajar produk multimedia ajar hasil kembang kembang multimedia ajar tahap analisis desain produksi uji coba tahap analisis liput analis butuh siswa pilih tetap materi pokok kembang kembang alat evaluasi tahap desain liput buat storyboard flowchart tahap produksi liput emas produk bentuk cd tahap uji coba uji ahli materi ahli media uji lapang liput uji coba lawan uji coba kelompok uji coba kelompok data hasil uji coba kumpul kuesioner tes analis statistik deskriptif hasil uji coba baik multimedia ajar hasil teliti produk multimedia ajar hasil kembang kategori persentase siswa capai tuntas ajar multimedia ajar hasil kembang kategori,multimedia
347,kembang multimedia ajar interaktif mata kuliah organisasi komputer,era teknologi informasi guna komputer rambah bidang hidup dunia didik komputer milik programprogram aplikasi praktis manfaat kembang capai tuju didik orientasi guna komputer dunia didik komputer bantu orang ajar ajar bantu orang kelola didik kembang bahanbahan materi ajar alternatif sumber ajar komputer transfer materimateri serta didik konteks bahan ajar bas komputer salah satu ajar mata kuliah organisasi komputer terkadang mahasiswa sulit paham materi kenal banyak jenisjenis hardware kelompok cari metode ajar tarik minat mahasiswa tekun ajar manfaat teknologi komputer dasar manfaat teknologi komputer bidang ajar cd interaktif kembang dasar asumsi proses komunikasi ajar tarik minat mahasiswa mudah paham materi saji interaktif manfaat media sarana tunjang giat ajar media interaktif arti kombinasi unsur media teks grafis foto animasi video suara saji interaktif media pembelajarandari masalah tulis media interaktif ajar organisasi komputer adobe flash cs,multimedia
348,multimedia ajar matematika interaktif bas komputer,teliti milik tuju hasil produk media ajar matematika interaktif bas komputer materi sistem sama linear variabel efektif produk kembang metodepenelitian inidilakukan langkah tahap hasil produk pedoman model kembang borg gall modifikasi sugiyono dasar analisis data oleh ahli materi ahli media nyata media ajar matematika interaktif bas komputer layak dasar indikator nilai ahli validasi indikator validasi ahli materi kualitas isi tepat cakup bahasa layak saji indikator nilai ahli media cakup komunikasi visual bahasa laksana rekayasa perangkat lunak dasar analisis data oleh serta didik nyata multimedia ajar interaktis multimedia ajar matematika inetraktif bas komputer kembang teliti salah sumber ajar siswa smpmts kelas viii,multimedia
