judul,abstrak,kategori
PEMANFAATAN BIG DATA UNTUK MENGETAHUI KONDISI JALUR PEDESTRIAN STUDI KASUS JALUR PEDESTRIAN KOTAMADYA JAKARTA PUSAT,"Alih fungsi jalur pedestrian di wilayah Ibukota Jakarta masih menjadi masalah yang sulit untuk diselesaikan. Pelanggaran yang terjadi di jalur pedestrian disebabkan oleh beragam faktor, diantaranya adalah kemacetan, tidak tersedianya lapak berjualan bagi pedagang, dan tidak tersedianya lahan parkir. Salah satu wilayah yang menjadi sorotan terjadinya pelanggaran terbanyak terletak di Kotamadya Jakarta Pusat. Terdapat tren yang disebut sebagai the new data sources, yaitu big data yang digunakan sebagai sumber data dan informasi untuk membantu analisis krisis dan analisis human dynamics. Big data berkontribusi dalam penyelesaian masalah terkait dengan studi humanitarian. Potensi big data dan pemanfaatannya dapat menyajikan secara spasial dan temporal mengenai kondisi jalur pedestrian Jakarta Pusat terkait dengan pelanggaran yang terjadi pada jalur pedestrian. Tujuan penelitian ini adalah dengan memanfaatkan big data yang memiliki atribut spasial untuk menyajikan pola dan kecenderungan pelanggaran jalur pedestrian secara spatiotemporal di Jakarta Pusat. Big data terfokus pada data media sosial yaitu data pelaporan dan tweet melalui Qlue dan Twitter. Secara umum, penelitian ini terdiri dari tiga tahap: pengumpulan data, pengolahan data, dan visualisasi data. Data pelaporan Qlue dan tweets dikumpulkan sesuai dengan konteks menurut tiga kategori pelanggaran jalur pedestrian, yaitu (a) pengendara sepeda motor yang melalui trotoar, (b) pedagang kaki lima yang berjualan secara ilegal, dan (c) lahan parkir liar dalam kurun waktu Oktober 2017 s.d. Januari 2018. Data tweets pada Twitter diperoleh melalui data mining pada platform Crimson Hexagon. Kemudian data diolah menjadi diagram statistik, parallel coordinate plot, dan menganalisisnya secara spasial dan temporal untuk melihat pola pelanggaran, pada kategori apa, kapan, dan di mana pelanggaran terjadi. Kemudian dirancang antarmuka peta online berbasis Leaflet yang disusun dengan bahasa pemrograman HTML, Javascript, dan CSS dalam framework Bootstrap. Finalisasi akhir adalah dengan memindahkan antarmuka ke online server GitHub agar dapat digunakan oleh pengguna lain. Hasil akhir dari penelitian ini adalah memperoleh data pelaporan mengenai pelanggaran jalur pedestrian menurut ketiga kategori pelanggaran yang berasal dari platform penyedia big data, yaitu media sosial Twitter dan Qlue. Data pelaporan dihasilkan melalui proses data cleansing atau pembersihan data untuk mendapatkan data yang relevan terkait dengan pelanggaran jalur pedestrian. Kemudian, antarmuka peta online dirancang untuk menampilkan; (a) fitur titik pelaporan mengenai ketiga kategori pelanggaran yang telah disebutkan diatas, (b) fitur pedestrian dari hasil digitasi fitur jalan Jakarta Pusat yang di overlay dengan titik pelaporan, dan (c) hasil statistik pelanggaran ke dalam antarmuka peta online berbasis Leaflet. Selain memuat data dan hasil analisis, antarmuka juga menyediakan konten, informasi, serta tampilan yang interaktif dalam menampilkan fenomena pelanggaran yang terjadi pada jalur pedestrian di wilayah Jakarta Pusat.",data mining
Penerapan Analisa Big Data pada Klasifikasi Kondisi Jalan untuk Mendukung Smart City,"Banyak orang membeli sepeda motor baru maupun mobil baru untuk mendukung pekerjaan sampingan mereka dengan menjadi driver ojek online. Berdasarkan data dari ASEAN Automotive Federation (AAF) penjualan mobil di Kawasan Asia Tenggara pada tahun 2016-2017, Indonesia menempati posisi tertinggi, dimana pada tahun 2017 telah mencapai 1,08 juta unit. Timbulnya permasalahan baru, bagi pemerintah dalam hal ini mempengaruhi kondisi transportasi dan kondisi jalan di beberapa kota besar di Indonesia. Apabila kondisi jalan rusak, dan perbaikan jalan membutuhkan waktu yang lama, secara tidak langsung dapat menyebabkan kecelakaan lalu lintas dalam berkendara. Namun biaya untuk perbaikan jalan tidaklah murah. Proses dan biaya perbaikan jalan sangatlah tinggi dan adanya kompleksitas dalam deteksi lubang pada jalan juga menjadi salah satu hambatan bagi pemerintah. Saat ini, pemerintah Indonesia menggalakkan Smart City untuk menyelesaikan berbagai permasalahan yang ada dan menjadikannya lebih praktis. Untuk itu dibutuhkan platform yang berfungsi mengkoleksi data kondisi jalan, melakukan analisa terhadap kondisi jalan, dan memberikan laporan yang berupa visualisasi dengan informasi geospatial. Pada penelitian ini memanfaatkan perangkat opensource Pentaho untuk melakukan Big Data Integration and Analytics yang terintegrasi dengan SMITE.",data mining
Analisa Performa Klastering Data Besar pada Hadoop,"Data Besar adalah suatu kumpulan data dengan ukuran besar dan komplek, terdiri dari berbagai tipe data serta diperoleh dari berbagai macam sumber, berkembang pesar dalam waktu yang singkat. Beberapa masalah yang akan muncul ketika mengolah data besar antara lain terkait dengan penyimpanan dan pengaksesan dari data besar yang terdiri dari berbagai tipe data dengan kompleksitas yang tinggi yang tidak mampu ditangani oleh model relasional. Salah satu teknologi yang mampu mengatasi masalah penyimpanan dan pengaksesan data besar yaitu Hadoop. Hadoop adalah teknologi yang mampu menyimpan dna memproses data besar dengan cara mendistribusikan data besar ke dalam beberapa partisi data (blok-blok data). Masalah timbul apabila suatu proses analisis memerlukan seluruh data yang tersebar menjadi satu entitas data, misalnya pada proses klatser data (clustering). Salah satu alternatif penyelesaiannya adalah dengan melakukan analisis secara paralel dan tersebar, kemudian melakukan analisis secara terpusat dari hasil analisis tersebar. Penelitian ini mengkaji dan menganalisis metode K-Medoids Mapreduce dan algoritma K-Medoids dan K-Modes sebagai pembanding algoritma. Dataset yang digunakan adalah dataset tentang mobil yang terdiri dari 3.5 juta baris data dengan ukuran 400MB yang disimpan secara terdistribusi pada teknologi penyimpanan Hadoop. Hadoop memiliki fitur mapreduce, terdirii dari 2 fungsi yaitu map dan reduce. Fungsi map melakukan seleksi untuk mengambil pasangan key, value dan mengembalikan nilai berupa koleksi pasangan key, value, selanjutnya fungsi reduce akan menggabungkan keseluruhan pasangan key,value dari beberapa fungsi map. Hasil evaluasi kualitas cluster diuji dengan menggunakan metrik pengujian Silhouette Coefficient. Algoritma K-Medoids MapReduce untuk dataset mobill memberikan nilai silhouette sebesar 0.99 dengan jumlah 2 cluster.",data mining
Mengenal Machine Learning Dengan Teknik Supervised Dan Unsupervised Learning Menggunakan Python,"Machine learning merupakan sistem yang mampu belajar sendiri untuk memutuskan sesuatu tanpa harus berulangkali diprogram oleh manusia sehingga komputer menjadi semakin cerdas berlajar dari pengalaman data yang dimiliki. Berdasarkan teknik pembelajarannya, dapat dibedakan supervised learning menggunakan dataset (data training) yang sudah berlabel, sedangkan unsupervised learning menarik kesimpulan berdasarkan dataset. Input berupa dataset digunakan pembelajaran mesin untuk menghasilkan analisis yang benar. Permasalahan yang akan diselesaikan bunga iris (iris tectorum) yang memiliki bunga bermaca-macam warna dan memiliki sepal dan petal yang menunjukkan spesies bunga, dibutuhkan metode yang tepat untuk pengelompokan bunga-bunga tersebut kedalam spesiesnya iris-setosa, iris-versicolor atau iris-virginica. Penyelesaian digunakan Python yang menyediakan algoritma dan library yang digunakan membuat machine learning. Penyelesaian dengan teknik supervised learning dipilih algoritma KNN Clasiffier dan teknik unsupervised learning dipilih algoritma DBSCAN Clustering. Hasil yang diperoleh Python menyediakan library yang lengkap numPy, Pandas, matplotlib, sklearn untuk membuat pemrograman machine learning dengan algortima KNN memanggil from sklearn import neighbors termasuk teknik supervised, maupun DBSCAN memanggil from sklearn.cluster import DBSCAN termasuk teknik unsupervised learning. Kemampuan Python memberikan hasil output sesuai input dalam dataset menghasilkan keputusan berupa klasifikasi maupun klusterisasi.",data mining
Penentuan Parameter Kinerja Bangunan Dengan Metode Inverse Modeling Menggunakan Machine Learning,"Energy Signature dalam suatu bangunan dapat dilihat dengan cara membandingkan Energy Usage Intensity (EUI) dengan Outdoor Temp. Metode untuk mengindentifikasi Energy Signature adalah Invers Modeling. Metode inverse modeling sendiri bisa digunakan dengan Machine Learning. Metode invers modeling dimulai saat mensimulasikan enam (6) bangunan dengan berbagai geometri. Hasil dari simulasi bangunan tersebut adalah parameter bangunan yaitu kondisi wwr (windowto wall ratio), dinding, kaca, ventilasi, kondisi infiltrasi, nilai COP (Coefficient of Performance) AC, setpoin temperatur AC, okupansi bangunan, dan iklim. Data hasil penelitian menunjukan bahwa dari masing-masing bangunan menunjukkan nilai EUI yang berbeda. Pada saat inilah machine learning digunakan untuk mencari nilai akurasi dari masing-masing bangunan. Penelitian ini menggunakan Python sebagai bahasa pemrograman machine learning dan Artificial neural networks (ANN) sebagai metode yang digunakan untuk mentraining data hasil simulasi. Setelah di training didapatkan nilai akurasi dari masing-masing bangunan menggunakan satu (1), tiga (3), sampai lima (5) hidden layer dengan masing-masing 25 neuron.",data mining
Machine Learning Untuk Model Prediksi Harga Sembako Dengan Metode Regresi Linear Berganda,"Perkembangan teknologi kecerdasan buatan AI (Artficial Intelligence) sudah banyak diterapkan di berbagai bidang kehidupan sehari-hari. AI (Artficial Intelligence) terbagi menjadi beberapa cabang, salah satunya adalah Machine Learning. Machine Learning dikembangkan berdasarkan ilmu statistika, matematika dan data mining sehingga mesin dapat belajar dengan menganalisa data tanpa perlu di program ulang. Dengan berkembangnya dunia musik, tidak banyak masyarakat dan generasi sekarang yang mengetahui tentang musik tradisional dari daerahnya masing-masing. Alat musik tradisional mengeluarkan seni suara yang memiliki khas dan keunikannya tersendiri yang di wariskan secara turun temurun. Oleh karena itu, untuk mempermudah proses dalam pengenalan setiap alat musik, dibuatlah sebuah model yang dapat mengklasifikasi alat musik tradisional menggunakan machine learning. Metode yang digunakan pada penelitian ini adalah librosa dan tensorflow, dimana tensorflow digunakan untuk komputasi numerik dan project machine learning berskala besar yang memiliki kinerja terbaik dalam mengklasifikasi. Pada penelitian ini menggunakan Python 3.6 sebagai bahasa pemograman dan menggunakan PyCharm sebagai Integrated Development Environment (IDE). Dari hasil penelitian, di dapatkan hasil tingkat akurasi sesuai yang diharapkan setelah di lakukan nya uji coba beberapa kali yaitu 91%.",data mining
Implementasi Machine Learning dalam Penentuan Rekomendasi Musik dengan Metode Content-Based Filtering,"Industri yang mengalami perkembangan yang signifikan adalah industri musik. Contoh
perkembangannya adalah banyaknya platform aplikasi penyedia layanan musik online. Banyaknya
data yang disimpan menyebabkan sulitnya menganalisa data yang ada, kehadiran Machine Learning
dirasa mampu untuk menjawab tantangan tersebut. Meningkatkan user experience menjadi penting
untuk memikat user agar menggunakan aplikasi yang dimiliki. Sistem rekomendasi menjadi salah satu
cara untuk meningkatkannya. Penelitian ini bertujuan untuk membuat sistem yang dapat menyajikan
rekomendasi musik sesuai dengan preferensi user sehingga tingkat kenyamanan user akan meningkat.
Pengembangan sistem pada penelitian ini menggunakan metode Extreme Programming dengan
beberapa tahapan, yaitu planning, design, coding, dan testing. Penelitian ini memanfaatkan Machine
Learning dalam pencarian pola data serta metode Content-Based Filtering (CBF) dalam pencarian
rekomendasinya. Sistem rekomendasi dengan metode CBF mampu menghasilkan tingkat kemiripan
lagu rata-rata hingga 0,6684, serta nilai precision mencapai 0,125 dan 0,200 pada recall. Hasil
Performance Testing dan System Testing yang diperoleh menyatakan bahwa sistem rekomendasi
dapat berjalan baik dengan rata-rata response time mencapai 3,5 detik. Kesimpulan dari penelitian ini
adalah sistem rekomendasi dengan metode CBF mampu menghasilkan rekomendasi yang sesuai
dengan preferensi user, tetapi dengan data yang belum cukup banyak, diperlukan algoritma yang lebih
efektif untuk data yang lebih besar.",data mining
RANCANG BANGUN APLIKASI KLASIFIKASI PLAGIARISME DENGAN MEMANFAATKAN MACHINE LEARNING BERBASIS ANDROID,"Plagiarisme adalah kegiatan yang meniru pekerjaan orang lain, baik dalam bentuk karya ilmiah, menggambar karya, karya musik dan lain-lain. Dalam pemahaman karya ilmiah adalah hasil penelitian ilmiah yang diterbitkan/ditulis oleh orang atau beberapa orang yang karyanya dapat dianggap bertanggung jawab atas kebenaran. Universitas Teknologi Sumbawa (UTS) adalah sebuah universitas swasta yang terletak di desa Pernek, Moyo hulu, Kabupaten Sumbawa, Provinsi Nusa Tenggara Barat. Memiliki banyak mahasiswa dan dosen di komunitas akademik, pada semester akhir siswa menulis makalah ilmiah adalah salah satu persyaratan kelulusan dalam rangka untuk mendapatkan gelar sarjana (S-1), tetapi masih ada unsur plagiarisme untuk mempercepat proses penulisan makalah ilmiah, bukan hanya mahasiswa tetapi dosen juga mengalami kesulitan membuat jurnal penelitian karena kurangnya tulisan asli yang merupakan bahan untuk membuat jurnal. Penelitian ini bertujuan untuk membangun sebuah aplikasi Android klasifikasi plagariarisme dengan machine learning. Aplikasi ini dikembangkan menggunakan bahasa pemrograman asli Java dengan machine learning Optical Character Recognation (OCR) dan Copyleaks API Cloud computing sebagai pendeteksi plagiat ini dan metode pengembangan perangkat lunak menggunakan Waterfall model. Pengujian perangkat lunak dilakukan melalui pengujian blackbox testing. Instrumen pengumpulan data teknik penelitian menggunakan pengamatan, wawancara, dokumentasi dan studi sastra. Hasil akhir dari penelitian ini adalah desain aplikasi klasifikasi plagiarisme berbasis Android untuk memfasilitasi pembuatan jurnal umum di lembaga penelitian dan layanan masyarakat dan mengurangi unsur plagiarisme dalam membuat karya ilmiah dan penelitian Sumbawa Universitas Teknolog",data mining
KEMAMPUAN LONG SHORT TERM MEMORY MACHINE LEARNING DALAM PROYEKSI SAHAM BANK BRI TBK,"Penelitian ini bertujuan untuk mengetahui proyeksi akurasi saham Bank BRI Tbk, menggunakan long short therm memory [lstm] machine learning dan arima statistik, data yang digunakan sejumlah 3717 data harga penutupan, dalam rentang waktu dari tanggal 18 april 2005 sampai dengan 30 maret 2020 data tersebut dihimpun dari finance.yahoo.com. Hasil terbaik dari penelitian ini yaitu nilai yang dihasilkan lstm dengan root mean squre error [rmse]1%, dibandingkan nilai rmse dari arima yaitu 2.46%. Hasil dari proses testing menghasilkan akurasi yang tinggi mencapai 99%. Pada penelitian selanjutnya bisa ditambahkan methode yang lain seperti polynomial, K-nearest neighbors (KNN) atau dapat menambah internal dan eksternal faktor, Isu-isu terkini semisal pandemik covid-19 yang lebih detail.",data mining
Implementasi Machine Learning pada Sistem Prediksi Kejadian dan Lokasi Patah Rel Kereta Api di Indonesia,"Besarnya minat masyarakat Indonesia terhadap penggunaan kereta api menyebabkan adanya urgensi terhadap penjaminan keselamatan penggunaan kereta api yang baik dari penyelenggaranya. Meskipun begitu, KNKT menemukan bahwa sebagian besar kecelakaan kereta api disebabkan oleh faktor prasarana, salah satunya adalah rel patah. Peninjauan lebih lanjut pada kejadian terkait memberikan hasil bahwa kejadian rel patah ini disebabkan oleh beberapa hal, di antaranya terdapat pada aspek manajemen dan organisasi. Penelitian ini dilakukan untuk memberikan pandangan baru terhadap metode penyelesaian masalah pada aspek manajemen dan organisasi dengan menerapkan machine learning untuk melakukan penilaian kondisi rel. Metode penilaian yang dimaksud dalam penelitian ini adalah penggunaan model machine learning untuk melakukan prediksi kemungkinan terjadinya rel patah di suatu titik dengan kondisi-kondisi yang dimasukkan sebagai input pada model. Pengembangan model dilakukan menggunakan metodologi CRISP-DM dan beberapa teknik pemodelan yang saling dibandingkan hasilnya sehingga menghasilkan model paling tepat. Evaluasi pada hasil setiap model yang dilakukan di akhir penelitian memberikan kesimpulan bahwa random forest adalah teknik yang paling tepat untuk digunakan dalam melakukan pembuatan model analisis prediksi kejadian dan lokasi rel patah berdasarkan data yang digunakan.",data mining
